Date,Close,Predictions
2018-05-25,257.8500061035156,256.97888
2018-05-28,260.6499938964844,261.23132
2018-05-29,257.5,265.28143
2018-05-30,264.5,267.1519
2018-05-31,269.20001220703125,269.68472
2018-06-01,263.25,273.04117
2018-06-04,255.25,273.92737
2018-06-05,263.75,271.233
2018-06-06,265.75,270.38013
2018-06-07,267.1000061035156,270.93497
2018-06-08,266.95001220703125,272.2676
2018-06-11,263.70001220703125,273.49448
2018-06-12,267.6000061035156,273.38925
2018-06-13,269.6000061035156,273.97598
2018-06-14,277.79998779296875,275.2264
2018-06-15,272.1499938964844,278.83417
2018-06-18,275.3500061035156,280.6226
2018-06-19,267.04998779296875,282.2279
2018-06-20,260.8500061035156,280.78806
2018-06-21,258.20001220703125,276.77917
2018-06-22,262.1000061035156,272.11343
2018-06-25,264.5,269.6102
2018-06-26,267.3500061035156,269.32095
2018-06-27,265.6000061035156,270.85452
2018-06-28,263.95001220703125,272.20245
2018-06-29,269.3500061035156,272.67883
2018-07-02,264.45001220703125,274.315
2018-07-03,281.0,274.45477
2018-07-04,277.29998779296875,278.94952
2018-07-05,271.25,282.6595
2018-07-06,266.29998779296875,283.2637
2018-07-09,275.25,281.03918
2018-07-10,274.75,280.9834
2018-07-11,269.79998779296875,281.51587
2018-07-12,265.20001220703125,280.65915
2018-07-13,258.8999938964844,278.17624
2018-07-16,243.25,273.9142
2018-07-17,247.8999938964844,265.6066
2018-07-18,238.6499938964844,259.4613
2018-07-19,233.1000061035156,253.11182
2018-07-20,238.6000061035156,246.92772
2018-07-23,243.3000030517578,244.11864
2018-07-24,246.3000030517578,244.762
2018-07-25,236.8999938964844,247.5252
2018-07-26,239.1000061035156,247.72699
2018-07-27,242.25,247.60092
2018-07-30,242.1999969482422,248.25008
2018-07-31,246.8999938964844,248.97133
2018-08-01,235.6499938964844,250.8688
2018-08-02,235.4499969482422,249.40604
2018-08-03,234.6499938964844,247.01845
2018-08-06,239.5,244.62302
2018-08-07,237.6000061035156,244.22444
2018-08-08,236.3500061035156,244.13069
2018-08-09,237.3000030517578,243.84882
2018-08-10,233.5500030517578,243.85353
2018-08-13,234.5500030517578,242.88684
2018-08-14,237.5500030517578,242.10593
2018-08-16,239.3500061035156,242.4493
2018-08-17,243.0,243.64293
2018-08-20,245.1499938964844,245.90392
2018-08-21,240.5500030517578,248.5872
2018-08-23,235.4499969482422,249.3713
2018-08-24,231.0,247.748
2018-08-27,237.0500030517578,244.34375
2018-08-28,233.3500061035156,242.87096
2018-08-29,234.5500030517578,241.43013
2018-08-30,236.0,240.77132
2018-08-31,234.3000030517578,241.01944
2018-09-03,236.6999969482422,241.08589
2018-09-04,223.6999969482422,241.78279
2018-09-05,222.3999938964844,238.82298
2018-09-06,221.0500030517578,234.94232
2018-09-07,222.9499969482422,231.32677
2018-09-10,222.0,229.30505
2018-09-11,216.0,228.18198
2018-09-12,222.6499938964844,226.06203
2018-09-14,233.9499969482422,226.03316
2018-09-17,236.6000061035156,230.01566
2018-09-18,235.0500030517578,235.27853
2018-09-19,234.8999938964844,239.22845
2018-09-21,234.6000061035156,241.5691
2018-09-24,233.3000030517578,242.5232
2018-09-25,236.1000061035156,242.25006
2018-09-26,234.25,242.32512
2018-09-27,233.25,241.92601
2018-09-28,233.75,241.15324
2018-10-01,230.8999938964844,240.57515
2018-10-03,227.6000061035156,239.40552
2018-10-04,218.1999969482422,237.39891
2018-10-05,209.1999969482422,232.96378
2018-10-08,215.1499938964844,226.2988
2018-10-09,216.5,222.21252
2018-10-10,228.3999938964844,220.56158
2018-10-11,224.6000061035156,223.69844
2018-10-12,229.1000061035156,226.85782
2018-10-15,234.8999938964844,230.56253
2018-10-16,235.4499969482422,235.15446
2018-10-17,231.1000061035156,238.99992
2018-10-19,227.1999969482422,240.25098
2018-10-22,223.25,239.01456
2018-10-23,218.3000030517578,235.96999
2018-10-24,219.8000030517578,231.59384
2018-10-25,222.1000061035156,228.26254
2018-10-26,217.6000061035156,226.84076
2018-10-29,220.0,225.29352
2018-10-30,227.3000030517578,224.84218
2018-10-31,217.8500061035156,227.01666
2018-11-01,217.75,226.98589
2018-11-02,217.6499938964844,226.15215
2018-11-05,219.8500061035156,225.18253
2018-11-06,213.8000030517578,225.02222
2018-11-07,215.1999969482422,223.51027
2018-11-09,209.5,222.29
2018-11-12,214.6999969482422,219.89557
2018-11-13,219.9499969482422,219.14267
2018-11-14,217.3999938964844,220.67506
2018-11-15,221.4499969482422,221.99283
2018-11-16,221.8000030517578,224.05714
2018-11-19,224.1499938964844,225.9531
2018-11-20,215.9499969482422,227.94313
2018-11-21,219.0,227.10045
2018-11-22,215.8999938964844,226.24841
2018-11-26,217.6499938964844,224.68729
2018-11-27,217.75,223.74742
2018-11-28,216.0,223.30745
2018-11-29,218.75,222.69635
2018-11-30,218.6499938964844,222.96954
2018-12-03,214.75,223.48682
2018-12-04,209.5,222.88539
2018-12-05,211.6999969482422,220.56157
2018-12-06,208.1499938964844,218.80014
2018-12-07,206.5500030517578,216.71048
2018-12-10,198.1999969482422,214.61935
2018-12-11,202.8500061035156,210.78543
2018-12-12,212.9499969482422,208.5853
2018-12-13,212.3999938964844,210.36995
2018-12-14,212.3500061035156,213.12074
2018-12-17,210.0500030517578,215.57867
2018-12-18,210.1000061035156,216.65265
2018-12-19,210.1499938964844,216.91237
2018-12-20,210.1999969482422,216.76544
2018-12-21,215.3999938964844,216.4802
2018-12-24,219.0500030517578,217.64183
2018-12-26,218.5500030517578,220.05919
2018-12-27,220.0500030517578,222.18704
2018-12-28,220.8000030517578,224.06865
2018-12-31,219.3999938964844,225.54855
2019-01-01,219.1000061035156,226.06384
2019-01-02,214.6000061035156,225.9664
2019-01-03,210.0500030517578,224.36859
2019-01-04,213.8000030517578,221.33862
2019-01-07,214.9499969482422,219.5915
2019-01-08,215.1499938964844,219.10371
2019-01-09,212.6000061035156,219.31839
2019-01-10,214.1499938964844,219.074
2019-01-11,211.8999938964844,219.1831
2019-01-14,213.5,218.77881
2019-01-15,214.3000030517578,218.74628
2019-01-16,216.4499969482422,219.08696
2019-01-17,218.1499938964844,220.09035
2019-01-18,216.25,221.56548
2019-01-21,210.5,222.30315
2019-01-22,212.1000061035156,220.95413
2019-01-23,210.6000061035156,219.59769
2019-01-24,210.8000030517578,218.14041
2019-01-25,207.0500030517578,217.08057
2019-01-28,209.25,215.41269
2019-01-29,204.8500061035156,214.57623
2019-01-30,204.5,213.06148
2019-01-31,203.8000030517578,211.61218
2019-02-01,204.1000061035156,210.37813
2019-02-04,199.8500061035156,209.6445
2019-02-05,185.9499969482422,208.13812
2019-02-06,188.4499969482422,202.9509
2019-02-07,191.1000061035156,198.38892
2019-02-08,185.6999969482422,195.92119
2019-02-11,179.75,193.46196
2019-02-12,186.5500030517578,190.08937
2019-02-14,188.8999938964844,189.07588
2019-02-15,186.1499938964844,189.8817
2019-02-18,182.75,190.49
2019-02-19,184.5,189.97742
2019-02-20,188.6999969482422,189.62769
2019-02-21,190.6499938964844,190.53897
2019-02-22,189.25,192.22292
2019-02-25,191.1000061035156,193.39323
2019-02-26,191.6499938964844,194.55629
2019-02-27,192.6999969482422,195.53821
2019-02-28,193.6999969482422,196.45877
2019-03-01,197.3000030517578,197.36592
2019-03-05,197.5500030517578,198.99686
2019-03-06,197.9499969482422,200.53726
2019-03-07,196.6000061035156,201.74678
2019-03-08,193.1999969482422,202.12903
2019-03-11,202.5,201.14575
2019-03-12,204.8999938964844,202.41856
2019-03-13,202.8500061035156,204.87402
2019-03-14,206.1999969482422,206.60869
2019-03-15,203.1999969482422,208.55562
2019-03-18,200.25,209.23056
2019-03-19,203.3000030517578,208.42108
2019-03-20,198.1000061035156,208.07152
2019-03-22,195.75,206.5337
2019-03-25,196.6499938964844,204.30669
2019-03-26,196.0500030517578,202.63486
2019-03-27,196.6000061035156,201.45183
2019-03-28,198.9499969482422,200.94102
2019-04-01,208.1000061035156,201.49399
2019-04-02,211.8999938964844,204.8639
2019-04-03,208.3500061035156,209.53859
2019-04-04,211.3500061035156,212.54544
2019-04-05,211.3000030517578,214.96497
2019-04-08,211.6999969482422,216.46184
2019-04-09,210.25,217.28262
2019-04-10,208.8000030517578,217.18121
2019-04-11,214.6000061035156,216.31758
2019-04-12,215.1499938964844,216.97847
2019-04-15,216.6499938964844,218.18613
2019-04-16,215.6999969482422,219.72667
2019-04-18,208.8500061035156,220.73294
2019-04-22,209.3500061035156,219.35994
2019-04-23,209.6000061035156,217.58038
2019-04-24,208.8999938964844,216.15352
2019-04-25,211.1999969482422,215.0432
2019-04-26,213.1999969482422,215.00436
2019-04-30,209.1999969482422,215.96683
2019-05-02,206.3000030517578,215.9776
2019-05-03,204.0,214.84422
2019-05-06,202.6499938964844,212.93192
2019-05-07,199.75,210.841
2019-05-08,199.4499969482422,208.42699
2019-05-09,198.6000061035156,206.44545
2019-05-10,198.5,204.92303
2019-05-13,199.8500061035156,203.96793
2019-05-14,200.25,203.87254
2019-05-15,199.25,204.26503
2019-05-16,220.8000030517578,204.48938
2019-05-17,235.3999938964844,210.57205
2019-05-20,235.8500061035156,221.49228
2019-05-21,232.5,231.6022
2019-05-22,234.0500030517578,237.73903
2019-05-23,230.3000030517578,241.07071
2019-05-24,234.8999938964844,241.21297
2019-05-27,233.3999938964844,241.30865
2019-05-28,237.3000030517578,240.81514
2019-05-29,234.3500061035156,241.31134
2019-05-30,236.8500061035156,241.1791
2019-05-31,244.0,241.58339
2019-06-03,244.9499969482422,244.14719
2019-06-04,253.4499969482422,247.13828
2019-06-06,252.5,252.00545
2019-06-07,257.0,255.99283
2019-06-10,252.6999969482422,259.90268
2019-06-11,255.3500061035156,261.41223
2019-06-12,255.1499938964844,262.36346
2019-06-13,253.8500061035156,262.72226
2019-06-14,247.0500030517578,262.35147
2019-06-17,245.6999969482422,259.80875
2019-06-18,247.8000030517578,256.76312
2019-06-19,245.3000030517578,254.95508
2019-06-20,255.8500061035156,253.39786
2019-06-21,261.79998779296875,255.48318
2019-06-24,259.95001220703125,260.1642
2019-06-25,259.1499938964844,264.07892
2019-06-26,272.6499938964844,266.44272
2019-06-27,273.79998779296875,271.55927
2019-06-28,269.70001220703125,276.57376
2019-07-01,271.54998779296875,278.9196
2019-07-02,271.79998779296875,280.1276
2019-07-03,271.6499938964844,280.5562
2019-07-04,269.6499938964844,280.4679
2019-07-05,266.6000061035156,279.57446
2019-07-08,263.54998779296875,277.7062
2019-07-09,263.54998779296875,275.0874
2019-07-10,251.6499938964844,272.92255
2019-07-11,255.9499969482422,268.0458
2019-07-12,257.95001220703125,264.827
2019-07-15,254.3000030517578,263.69675
2019-07-16,259.54998779296875,262.66394
2019-07-17,257.0,263.57654
2019-07-18,255.1000061035156,264.25992
2019-07-19,248.8500061035156,264.1695
2019-07-22,251.6000061035156,261.999
2019-07-23,250.3999938964844,260.44724
2019-07-24,249.8999938964844,259.16644
2019-07-25,251.6000061035156,258.20218
2019-07-26,258.3500061035156,258.12524
2019-07-29,256.0,260.3858
2019-07-30,249.6999969482422,262.228
2019-07-31,251.6000061035156,261.5915
2019-08-01,258.75,260.74695
2019-08-02,265.6000061035156,262.09128
2019-08-05,260.8999938964844,265.88324
2019-08-06,270.54998779296875,268.17227
2019-08-07,269.3999938964844,272.15332
2019-08-08,270.8999938964844,275.26294
2019-08-09,265.5,277.61713
2019-08-13,263.6000061035156,277.36633
2019-08-14,267.0,275.61108
2019-08-16,266.8500061035156,274.72583
2019-08-19,268.20001220703125,274.3212
2019-08-20,265.8999938964844,274.62256
2019-08-21,261.45001220703125,274.4394
2019-08-22,258.70001220703125,272.8392
2019-08-23,265.95001220703125,270.36218
2019-08-26,269.04998779296875,270.38065
2019-08-27,266.3999938964844,272.24677
2019-08-28,280.04998779296875,273.55792
2019-08-29,274.54998779296875,278.42252
2019-08-30,278.5,281.5936
2019-09-03,271.20001220703125,284.47876
2019-09-04,267.0,284.19653
2019-09-05,264.45001220703125,281.53876
2019-09-06,262.75,277.9184
2019-09-09,263.79998779296875,274.39725
2019-09-11,259.3500061035156,272.1905
2019-09-12,262.29998779296875,269.79813
2019-09-13,259.0,268.92838
2019-09-16,257.5,267.932
2019-09-17,256.25,266.7866
2019-09-18,259.75,265.56644
2019-09-19,254.4499969482422,265.704
2019-09-20,267.3500061035156,264.76852
2019-09-23,273.6499938964844,267.52283
2019-09-24,275.0,272.76178
2019-09-25,279.45001220703125,277.9305
2019-09-26,279.8999938964844,282.98297
2019-09-27,281.95001220703125,286.65857
2019-09-30,276.0,289.34097
2019-10-01,270.6499938964844,289.00732
2019-10-03,272.75,285.98157
2019-10-04,266.20001220703125,283.3575
2019-10-07,265.70001220703125,279.59818
2019-10-09,269.95001220703125,276.33987
2019-10-10,266.6499938964844,275.44333
2019-10-11,272.04998779296875,274.74222
2019-10-14,275.75,276.00085
2019-10-15,277.75,278.78915
2019-10-16,275.54998779296875,282.02713
2019-10-17,279.45001220703125,283.89786
2019-10-18,282.0,285.911
2019-10-22,281.75,288.1323
2019-10-23,278.8500061035156,289.69754
2019-10-24,281.1000061035156,289.6747
2019-10-25,279.6000061035156,289.7138
2019-10-27,279.8500061035156,289.25946
2019-10-29,283.3999938964844,288.8123
2019-10-30,291.75,289.54965
2019-10-31,317.0,293.045
2019-11-01,304.95001220703125,304.36374
2019-11-04,306.6000061035156,311.6347
2019-11-05,300.5,315.92517
2019-11-06,299.8999938964844,315.85623
2019-11-07,300.8500061035156,313.9141
2019-11-08,295.20001220703125,312.0014
2019-11-11,294.95001220703125,308.84183
2019-11-13,289.5,306.06207
2019-11-14,295.5,302.56094
2019-11-15,297.75,301.67413
2019-11-18,305.29998779296875,302.7249
2019-11-19,302.5,306.60556
2019-11-20,306.79998779296875,309.62784
2019-11-21,301.79998779296875,312.86868
2019-11-22,299.6000061035156,313.68744
2019-11-25,302.1499938964844,312.69672
2019-11-26,299.5,312.05313
2019-11-27,307.3500061035156,310.84775
2019-11-28,318.70001220703125,312.1971
2019-11-29,323.1499938964844,317.60175
2019-12-02,316.79998779296875,324.36368
2019-12-03,314.3999938964844,327.69986
2019-12-04,318.8999938964844,328.0579
2019-12-05,315.6000061035156,328.5353
2019-12-06,313.75,327.76874
2019-12-09,315.45001220703125,326.1662
2019-12-10,312.8500061035156,325.22287
2019-12-11,314.3500061035156,323.96658
2019-12-12,323.54998779296875,323.45886
2019-12-13,328.04998779296875,326.26178
2019-12-16,322.25,330.9006
2019-12-17,325.1499938964844,333.0845
2019-12-18,312.3500061035156,334.69016
2019-12-19,313.95001220703125,331.52954
2019-12-20,312.6499938964844,328.07086
2019-12-23,314.8999938964844,325.01297
2019-12-24,315.3500061035156,323.68878
2019-12-26,312.8999938964844,323.55197
2019-12-27,318.45001220703125,323.19284
2019-12-30,321.3999938964844,324.6487
2019-12-31,321.3500061035156,327.2834
2020-01-01,323.8500061035156,329.60266
2020-01-02,323.3500061035156,331.9334
2020-01-03,318.20001220703125,333.39972
2020-01-06,312.1000061035156,332.47385
2020-01-07,314.8999938964844,329.01407
2020-01-08,316.25,326.47018
2020-01-09,328.54998779296875,325.36127
2020-01-10,341.3500061035156,328.96872
2020-01-13,352.95001220703125,337.34167
2020-01-14,389.6000061035156,348.8068
2020-01-15,391.4500122070313,370.085
2020-01-16,384.25,389.0416
2020-01-17,380.2999877929688,398.79352
2020-01-20,383.1499938964844,400.62396
2020-01-21,385.7999877929688,399.62363
2020-01-22,385.0499877929688,398.42297
2020-01-23,393.25,397.04678
2020-01-24,384.6000061035156,398.68268
2020-01-27,382.3999938964844,397.95035
2020-01-28,380.7000122070313,395.9838
2020-01-29,383.4500122070313,393.64383
2020-01-30,381.6000061035156,392.843
2020-01-31,383.3999938964844,392.27832
2020-02-03,378.8500061035156,392.67606
2020-02-04,379.8999938964844,391.86157
2020-02-05,394.6000061035156,391.30923
2020-02-06,392.0499877929688,395.9214
2020-02-07,396.7000122070313,400.0941
2020-02-10,392.2999877929688,404.47906
2020-02-11,390.6000061035156,406.0577
2020-02-12,395.1499938964844,405.55847
2020-02-13,392.5499877929688,405.9093
2020-02-14,396.8999938964844,405.47894
2020-02-17,381.0499877929688,406.3533
2020-02-18,382.0,402.08786
2020-02-19,383.1499938964844,397.74612
2020-02-20,380.5,395.02798
2020-02-24,369.1000061035156,392.87653
2020-02-25,369.0,387.94202
2020-02-26,365.6499938964844,383.63065
2020-02-27,363.2999877929688,379.79422
2020-02-28,346.1499938964844,376.6294
2020-03-02,338.79998779296875,369.23184
2020-03-03,355.29998779296875,360.38367
2020-03-04,349.20001220703125,358.95514
2020-03-05,348.5,358.6969
2020-03-06,344.5,358.94635
2020-03-09,330.1000061035156,358.1229
2020-03-11,327.8500061035156,352.63367
2020-03-12,303.45001220703125,346.44986
2020-03-13,324.25,334.1918
2020-03-16,300.29998779296875,329.85468
2020-03-17,283.8500061035156,322.15753
2020-03-18,267.45001220703125,310.74002
2020-03-19,250.75,296.4488
2020-03-20,264.20001220703125,280.3418
2020-03-23,226.5,272.01617
2020-03-24,249.0500030517578,258.09583
2020-03-25,277.1499938964844,252.59785
2020-03-26,279.04998779296875,259.96136
2020-03-27,284.75,271.07706
2020-03-30,281.3999938964844,282.5193
2020-03-31,294.8500061035156,289.87894
2020-04-01,280.0,297.63998
2020-04-03,267.1499938964844,298.54468
2020-04-07,284.54998779296875,292.6514
2020-04-08,294.3999938964844,290.9195
2020-04-09,309.04998779296875,293.93216
2020-04-13,305.04998779296875,302.3386
2020-04-15,315.6499938964844,309.13965
2020-04-16,324.04998779296875,316.73672
2020-04-17,324.5,324.9609
2020-04-20,324.70001220703125,331.0591
2020-04-21,312.3999938964844,334.555
2020-04-22,330.1499938964844,332.06015
2020-04-23,329.95001220703125,333.6071
2020-04-24,326.1000061035156,335.90973
2020-04-27,349.3500061035156,336.62592
2020-04-28,342.8999938964844,343.97247
2020-04-29,354.0,349.42593
2020-04-30,351.6000061035156,356.25735
2020-05-04,334.95001220703125,360.6787
2020-05-05,329.5,357.50748
2020-05-06,335.54998779296875,350.81976
2020-05-07,341.29998779296875,346.64023
2020-05-08,348.75,346.3491
2020-05-11,355.0,350.0121
2020-05-12,358.70001220703125,356.16144
2020-05-13,356.3500061035156,362.68353
2020-05-14,362.7999877929688,366.6576
2020-05-15,352.20001220703125,370.60284
2020-05-18,347.1000061035156,369.77167
2020-05-19,358.04998779296875,365.81458
2020-05-20,360.75,365.35638
2020-05-21,360.2999877929688,367.05646
2020-05-22,362.4500122070313,368.9271
2020-05-26,371.9500122070313,371.0488
2020-05-27,368.5499877929688,375.73038
2020-05-28,371.1499938964844,378.7605
2020-05-29,366.8999938964844,381.1579
2020-06-01,362.8500061035156,381.12988
2020-06-02,367.4500122070313,378.88458
2020-06-03,366.6499938964844,377.97754
2020-06-04,381.5,377.49393
2020-06-05,379.75,382.20938
2020-06-08,379.4500122070313,386.75333
2020-06-09,384.25,389.83298
2020-06-10,384.6499938964844,393.0162
2020-06-11,375.7999877929688,395.30136
2020-06-12,371.0,393.5714
2020-06-15,370.0,389.35205
2020-06-16,369.0499877929688,385.14658
2020-06-17,369.6000061035156,381.88165
2020-06-18,372.1499938964844,380.1634
2020-06-19,377.2999877929688,380.42795
2020-06-22,381.1000061035156,383.09705
2020-06-23,390.8500061035156,387.1404
2020-06-24,383.1000061035156,393.73398
2020-06-25,384.0,396.60303
2020-06-26,385.6499938964844,397.5874
2020-06-29,386.5499877929688,398.02002
2020-06-30,387.4500122070313,398.31207
2020-07-01,384.5,398.69373
2020-07-02,390.7999877929688,397.96454
2020-07-03,396.4500122070313,399.1519
2020-07-06,405.7000122070313,402.4852
2020-07-07,412.7000122070313,408.6577
2020-07-08,432.3999938964844,416.2688
2020-07-09,433.3500061035156,428.72037
2020-07-10,430.1000061035156,439.11282
2020-07-13,424.4500122070313,444.2278
2020-07-14,419.3500061035156,443.69687
2020-07-15,413.0499877929688,439.38962
2020-07-16,410.2999877929688,432.80426
2020-07-17,423.0,426.49692
2020-07-20,423.1000061035156,426.56003
2020-07-21,409.4500122070313,428.9017
2020-07-22,407.0,426.86093
2020-07-23,404.3999938964844,423.30725
2020-07-24,408.4500122070313,419.48608
2020-07-27,408.4500122070313,418.18417
2020-07-28,413.0499877929688,418.22992
2020-07-29,427.7000122070313,420.4073
2020-07-30,424.8999938964844,427.70648
2020-07-31,428.0499877929688,433.54584
2020-08-03,434.1000061035156,438.16183
2020-08-04,449.75,442.85004
2020-08-05,447.6000061035156,451.33432
2020-08-06,484.75,457.44434
2020-08-07,518.5999755859375,473.78745
2020-08-10,520.2999877929688,500.2249
2020-08-11,515.9000244140625,521.6081
2020-08-12,517.5499877929688,531.9635
2020-08-13,539.0499877929688,535.04535
2020-08-14,537.5,541.8316
2020-08-17,543.75,546.20593
2020-08-18,545.75,550.2804
2020-08-19,548.2000122070312,553.23553
2020-08-20,549.25,555.47473
2020-08-21,545.7999877929688,556.90564
2020-08-24,545.5499877929688,556.17755
2020-08-25,545.5499877929688,554.8622
2020-08-26,549.1500244140625,553.77405
2020-08-27,544.6500244140625,554.48816
2020-08-28,547.0499877929688,553.92145
2020-08-31,532.3499755859375,554.13354
2020-09-01,548.5,549.14954
2020-09-02,549.8499755859375,550.2868
2020-09-03,578.5,553.44403
2020-09-04,569.0499877929688,566.97815
2020-09-07,545.2999877929688,575.50604
2020-09-08,538.3499755859375,570.5811
2020-09-09,534.75,560.4438
2020-09-10,546.5499877929688,550.5838
2020-09-11,548.4000244140625,548.479
2020-09-14,546.5,550.3916
2020-09-15,542.3499755859375,552.53906
2020-09-16,542.4000244140625,552.6892
2020-09-17,548.2999877929688,552.24695
2020-09-18,540.5999755859375,553.93475
2020-09-21,507.75,552.85986
2020-09-22,504.3999938964844,539.3653
2020-09-23,493.5499877929688,525.52814
2020-09-24,488.6499938964844,512.35895
2020-09-25,509.7999877929688,502.3667
2020-09-28,517.0,504.6092
2020-09-29,503.25,513.1253
2020-09-30,499.9500122070313,516.32587
2020-10-01,509.1000061035156,515.76654
2020-10-05,503.5499877929688,517.3909
2020-10-06,505.6000061035156,517.036
2020-10-07,505.0499877929688,516.89246
2020-10-08,488.25,516.58167
2020-10-09,471.25,510.2545
2020-10-12,474.7000122070313,498.1297
2020-10-13,468.9500122070313,489.38266
2020-10-14,489.7999877929688,482.63205
2020-10-15,474.1000061035156,486.36685
2020-10-16,477.1000061035156,487.0232
2020-10-19,475.8500061035156,487.87296
2020-10-20,477.8999938964844,488.09348
2020-10-21,465.2999877929688,488.78998
2020-10-22,466.2000122070313,484.94604
2020-10-23,472.7999877929688,481.22876
2020-10-26,476.9500122070313,481.02652
2020-10-27,498.75,483.54153
2020-10-28,492.8500061035156,493.99084
2020-10-29,492.0,501.48624
2020-10-30,492.8500061035156,505.21646
2020-11-02,493.75,506.5374
2020-11-03,489.5,506.6836
2020-11-04,492.75,504.66315
2020-11-05,506.4500122070313,503.65378
2020-11-06,504.2000122070313,508.12836
2020-11-09,509.8500061035156,512.0477
2020-11-10,498.3999938964844,516.56085
2020-11-11,503.4500122070313,515.4993
2020-11-12,508.75,514.7549
2020-11-13,513.25,516.09766
2020-11-14,516.1500244140625,519.242
2020-11-17,518.2999877929688,522.9542
2020-11-18,516.9000244140625,526.3455
2020-11-19,515.5999755859375,527.8938
2020-11-20,519.0499877929688,527.75134
2020-11-23,521.6500244140625,528.2544
2020-11-24,526.8499755859375,529.64136
2020-11-25,514.7999877929688,532.6988
2020-11-26,519.8499755859375,530.8176
2020-11-27,538.0,529.84875
2020-12-01,529.2999877929688,536.0123
2020-12-02,539.25,539.1352
2020-12-03,550.4000244140625,543.9504
2020-12-04,563.5,551.6063
2020-12-07,567.8499755859375,562.25464
2020-12-08,562.75,571.5689
2020-12-09,565.5,575.0
2020-12-10,579.9000244140625,576.06024
2020-12-11,576.4000244140625,580.9992
2020-12-14,577.0,583.77167
2020-12-15,571.2999877929688,584.97736
2020-12-16,583.5999755859375,582.9271
2020-12-17,577.2999877929688,585.07166
2020-12-18,573.5499877929688,585.251
2020-12-21,562.75,583.3978
2020-12-22,576.0,577.51685
2020-12-23,605.2999877929688,577.42084
2020-12-24,601.0,590.17773
2020-12-28,602.4500122070312,600.91144
2020-12-29,598.5999755859375,607.8038
2020-12-30,594.3499755859375,609.25916
2020-12-31,589.9000244140625,606.55884
2021-01-01,601.5,601.57733
2021-01-04,604.0,601.89056
2021-01-05,609.5499877929688,604.593
2021-01-06,604.9500122070312,609.2646
2021-01-07,600.8499755859375,611.1117
2021-01-08,609.5499877929688,609.839
2021-01-11,629.0,611.2596
2021-01-12,624.2999877929688,620.28455
2021-01-13,620.4000244140625,626.4807
2021-01-14,614.0,628.0126
2021-01-15,602.4000244140625,624.879
2021-01-18,584.75,616.8488
2021-01-19,582.7000122070312,603.5318
2021-01-20,596.6500244140625,592.72253
2021-01-21,595.25,591.9136
2021-01-22,584.75,594.3316
2021-01-25,573.5999755859375,593.4094
2021-01-27,572.6500244140625,587.89044
2021-01-28,564.5999755859375,582.6789
2021-01-29,559.7999877929688,576.4906
2021-02-01,584.1500244140625,570.60925
2021-02-02,575.3499755859375,576.13086
2021-02-03,580.1500244140625,580.16943
2021-02-04,588.0499877929688,584.41455
2021-02-05,592.5,590.14636
2021-02-08,597.0999755859375,595.85596
2021-02-09,598.7000122070312,601.09454
2021-02-10,600.75,604.6745
2021-02-11,610.3499755859375,606.97217
2021-02-12,607.5,611.429
2021-02-15,623.0999755859375,613.5875
2021-02-16,628.3499755859375,620.0539
2021-02-17,632.1500244140625,627.227
2021-02-18,624.0,633.2661
2021-02-19,616.9500122070312,633.3241
